Epoch, Loss,Epsilon,Training Ai Score
80,0.0030142225182773655,0.2710729000098787,5140.0
81,0.0030474997364013687,0.26207380000961994,5250.0
82,0.0031422154052910627,0.25307470000936116,4700.0
83,0.0031375969386921495,0.2440756000092851,5540.0
84,0.0031173798009794594,0.23507650000930386,5140.0
85,0.0030660478203702953,0.2260774000093226,5560.0
86,0.0031375164238532306,0.21707830000934136,5860.0
87,0.0031737088909285375,0.20807920000936012,4590.0
88,0.0032291093884399564,0.19908010000937887,5740.0
89,0.0031650665701541585,0.19008100000939762,6270.0
90,0.003200199672907911,0.18108190000941637,6540.0
91,0.003190316655828792,0.17208280000943513,5040.0
92,0.0031522668411685,0.16308370000945388,4870.0
93,0.0031915117758588166,0.15408460000947263,5140.0
94,0.003077316717497888,0.14508550000949139,5210.0
95,0.0031430702034002025,0.13608640000951014,4660.0
96,0.003252086124567901,0.1270873000095289,5920.0
97,0.0032696634825580984,0.11808820000954764,4840.0
98,0.00319722735589894,0.1090891000095664,4970.0
99,0.0032210524252204776,0.10009000000958515,4260.0
100,0.003232866528448022,0.1,4910.0
101,0.0032782059862067397,0.1,6920.0
102,0.003251540415704949,0.1,6820.0
103,0.003270133509302832,0.1,4720.0
104,0.003334725413819591,0.1,5890.0
105,0.0033186733117092446,0.1,5740.0
106,0.003231471643938676,0.1,5510.0
107,0.003446133072442535,0.1,4660.0
108,0.0034110461683903946,0.1,4250.0
109,0.003488061016168649,0.1,5220.0
110,0.003357647801574603,0.1,3980.0
111,0.0034550614894333195,0.1,4720.0
112,0.0033572955746049627,0.1,4860.0
113,0.0035729966160306503,0.1,6350.0
114,0.00355359953178413,0.1,4690.0
115,0.003472743807292318,0.1,4280.0
116,0.003619465285164868,0.1,4600.0
117,0.0035656784200073163,0.1,4370.0
118,0.003599002966782973,0.1,4180.0
119,0.003679991758390861,0.1,5320.0
120,0.003775851198501734,0.1,4620.0
121,0.0037533150843639305,0.1,4700.0
122,0.0036712941606372625,0.1,5020.0
123,0.0037253228113208023,0.1,4720.0
124,0.0037428692511602625,0.1,4760.0
125,0.0037488902392793532,0.1,5380.0
126,0.0038860730188693196,0.1,4780.0
127,0.00380746350784957,0.1,4930.0
128,0.0038333072914441004,0.1,6430.0
129,0.0038570663779879397,0.1,5060.0
130,0.0038571877288883115,0.1,5890.0
131,0.003677860648973365,0.1,5530.0
132,0.003858061080250411,0.1,4540.0
133,0.003867116568005986,0.1,5110.0
134,0.0038029563673118902,0.1,4280.0
135,0.0038505725665589127,0.1,5520.0
136,0.003851287585488227,0.1,4780.0
137,0.003811990457616048,0.1,5810.0
138,0.003701805749143932,0.1,3740.0
139,0.0037965455240446316,0.1,4900.0
140,0.0038729214709740697,0.1,4980.0
141,0.00378627371222301,0.1,4430.0
142,0.0038441806526176153,0.1,5760.0
143,0.0037746660383809285,0.1,5020.0
144,0.0038549786912107503,0.1,4550.0
145,0.0038515880934986853,0.1,4850.0
146,0.003867573668477053,0.1,4950.0
147,0.003826982392314676,0.1,5050.0
148,0.0037915633415472184,0.1,5600.0
149,0.003780816141748437,0.1,6020.0
150,0.0039286872712875264,0.1,4580.0
151,0.003854477852833952,0.1,4180.0
152,0.0038785168083744184,0.1,5780.0
153,0.0038356416030796026,0.1,4460.0
154,0.003800823352636144,0.1,4100.0
155,0.0038600963865294035,0.1,5480.0
156,0.0038625125779367855,0.1,4160.0
157,0.0038531272030846594,0.1,4880.0
158,0.003905582162278006,0.1,4480.0
159,0.0038684406030237367,0.1,4810.0
160,0.003968130655305884,0.1,4590.0
161,0.003924080594843509,0.1,5210.0
162,0.003823674462532108,0.1,4940.0
163,0.0038870563869697434,0.1,4840.0
164,0.003866048004736603,0.1,4430.0
165,0.00392294618098349,0.1,5330.0
166,0.00377421677227303,0.1,5300.0
167,0.003827262012272877,0.1,4980.0
168,0.00391573913426217,0.1,4980.0
169,0.0039249955782950565,0.1,5400.0
170,0.003915293040097094,0.1,4250.0
171,0.003887510582712821,0.1,4980.0
172,0.003926101990274089,0.1,4600.0
173,0.0038100859022402803,0.1,4740.0
174,0.003951328538139569,0.1,4540.0
175,0.003952165428290755,0.1,5140.0
176,0.003921290380337111,0.1,4900.0
177,0.003926578388754934,0.1,5230.0
178,0.0038679949935547485,0.1,4780.0
179,0.003923181054073212,0.1,4380.0
180,0.0038560904437653066,0.1,3850.0
181,0.003794817274658635,0.1,6230.0
182,0.003823986644425713,0.1,5070.0
183,0.003914871652106194,0.1,6210.0
184,0.00402351278076911,0.1,4680.0
185,0.0038867172266402123,0.1,4510.0
186,0.003971497028790327,0.1,4300.0
187,0.00387402754206596,0.1,5990.0
188,0.003842639418871804,0.1,5120.0
189,0.003903180677344608,0.1,4650.0
190,0.003838852610540562,0.1,5030.0
191,0.0038441711114246572,0.1,6050.0
192,0.003945793358082123,0.1,4940.0
193,0.003999485777789232,0.1,4640.0
194,0.0039334365413869815,0.1,5160.0
195,0.003939960608285765,0.1,6270.0
196,0.003933680732598423,0.1,5320.0
197,0.003949637238886862,0.1,5240.0
198,0.003941623597848957,0.1,5190.0
199,0.004002155068630236,0.1,5120.0
200,0.003978597043787296,0.1,4390.0
201,0.003978473454324376,0.1,5130.0
202,0.0039296551378298315,0.1,5790.0
203,0.0038300484021292504,0.1,5720.0
204,0.003958575474386095,0.1,4420.0
205,0.003956329841962724,0.1,4020.0
206,0.00395704317572945,0.1,4360.0
207,0.003826063942370638,0.1,4440.0
208,0.0039044026930785767,0.1,4020.0
209,0.003819337637399258,0.1,3810.0
210,0.00388454477668638,0.1,4670.0
211,0.0037928857181994315,0.1,3870.0
212,0.0037713567296626042,0.1,5240.0
213,0.0038212078513406595,0.1,4800.0
214,0.003825397100505506,0.1,4810.0
215,0.003795750877472892,0.1,4620.0
216,0.003813276302462866,0.1,4420.0
217,0.0038541502953494274,0.1,4770.0
218,0.003812666193484074,0.1,5630.0
219,0.003742397387924575,0.1,5330.0
220,0.003782205968948075,0.1,5160.0
221,0.003783356988158266,0.1,5270.0
222,0.0037188102111016634,0.1,4600.0
223,0.0038409001317999355,0.1,4740.0
224,0.0037274736965477433,0.1,6230.0
225,0.003871208623966777,0.1,4090.0
226,0.003918963859697397,0.1,4590.0
227,0.003786310948317805,0.1,6270.0
228,0.003928712217763538,0.1,4370.0
229,0.0039061719710000034,0.1,5350.0
230,0.0038523003557258562,0.1,5540.0
231,0.003881675417997212,0.1,4200.0
232,0.003961837943912068,0.1,4700.0
233,0.003949760316693573,0.1,5360.0
234,0.0038918227329117145,0.1,5180.0
235,0.003943402075473932,0.1,5760.0
236,0.00392876571603359,0.1,4930.0
237,0.004008837415207745,0.1,4580.0
238,0.00394647271219419,0.1,4910.0
239,0.003962489533909683,0.1,4970.0
240,0.003891267950680254,0.1,4410.0
241,0.0039667700646479715,0.1,5120.0
242,0.0039001803127719542,0.1,6230.0
243,0.0038847671041668946,0.1,5080.0
244,0.003885220846086213,0.1,4470.0
245,0.003909201913029574,0.1,5520.0
246,0.004022591273651233,0.1,5520.0
247,0.003941016656341162,0.1,4020.0
248,0.0040072519951312915,0.1,3850.0
249,0.003946198015108166,0.1,4630.0
250,0.004006762438740043,0.1,7120.0
251,0.0038859044695500416,0.1,5060.0
252,0.003937178246602622,0.1,5570.0
253,0.0038960123890443357,0.1,4510.0
254,0.003830862037197403,0.1,5010.0
255,0.0038755635966221235,0.1,5160.0
256,0.003907524395387935,0.1,4710.0
257,0.003943771570631361,0.1,4570.0
258,0.003918071883462108,0.1,5460.0
259,0.0040780038644667,0.1,5300.0
260,0.003934168762173483,0.1,5170.0
261,0.003956721430740435,0.1,4850.0
262,0.003994090013565801,0.1,5570.0
263,0.004004016908786616,0.1,4590.0
264,0.004036873533609492,0.1,5130.0
265,0.004078381676505341,0.1,4390.0
266,0.003932774844082633,0.1,5140.0
267,0.0039006777434760806,0.1,5210.0
268,0.003875081560839034,0.1,4910.0
269,0.004014035360679373,0.1,5490.0
270,0.004052954057743227,0.1,5200.0
271,0.003872817119614774,0.1,5220.0
272,0.0037922233361151235,0.1,5990.0
273,0.003840455527034828,0.1,5320.0
274,0.0038692203949558463,0.1,5190.0
275,0.0039181441556203934,0.1,4960.0
276,0.003826718157611509,0.1,4640.0
277,0.003969083337698248,0.1,5670.0
278,0.004028180997155141,0.1,4670.0
279,0.004077226946599331,0.1,4940.0
280,0.003858759870152254,0.1,4490.0
281,0.0040053977009922165,0.1,6290.0
282,0.0038852792590472747,0.1,5370.0
283,0.003908840815710573,0.1,5220.0
284,0.003988122405323938,0.1,6970.0
285,0.0038951490051173094,0.1,4430.0
286,0.0038974325394274274,0.1,5070.0
287,0.003930962835751961,0.1,5410.0
288,0.003968115630735648,0.1,4370.0
289,0.003928745873768821,0.1,4450.0
290,0.003915364005519768,0.1,4480.0
291,0.003930226649192446,0.1,5780.0
292,0.003985188661854077,0.1,4660.0
293,0.00397349588879988,0.1,6570.0
294,0.003927585379262564,0.1,3740.0
295,0.0037780171140509994,0.1,4740.0
296,0.0038888729288015966,0.1,6490.0
297,0.003985797864792767,0.1,6180.0
298,0.0038133206119142413,0.1,5120.0
299,0.003989833400061252,0.1,6130.0
