Epoch, Loss,Epsilon,Training Ai Score
0,16.664515375468877,0.9910009000002963,3240.0
1,0.010498735207808203,0.9820018000005926,3380.0
2,0.0021847798062342915,0.9730027000008888,3380.0
3,0.0021392489947374997,0.9640036000011851,3400.0
4,0.0021274171828418423,0.9550045000014814,3360.0
5,0.002195799722423726,0.9460054000017777,3390.0
6,0.002072076987071159,0.937006300002074,3500.0
7,0.002175453931939046,0.9280072000023702,4040.0
8,0.002184143128084745,0.9190081000026665,3440.0
9,0.002174798500014367,0.9100090000029628,3760.0
10,0.0021183303461881223,0.9010099000032591,3510.0
11,0.0021627463387179887,0.8920108000035554,3580.0
12,0.0021734781825589167,0.8830117000038517,3330.0
13,0.0021630715244324167,0.8740126000041479,3490.0
14,0.0022529905436425904,0.8650135000044442,4210.0
15,0.002257574835747073,0.8560144000047405,3530.0
16,0.002202053642102138,0.8470153000050368,5410.0
17,0.00219473868692221,0.8380162000053331,3740.0
18,0.0022207780507458664,0.8290171000056293,3720.0
19,0.002187589896026475,0.8200180000059256,3690.0
20,0.0022332196215365026,0.8110189000062219,3870.0
21,0.00224711234978422,0.8020198000065182,3800.0
22,0.0022897070497700043,0.7930207000068145,4140.0
23,0.0022422097576891248,0.7840216000071107,3840.0
24,0.002363047711746205,0.775022500007407,3740.0
25,0.002280891759485894,0.7660234000077033,3490.0
26,0.0022423653694622772,0.7570243000079996,4270.0
27,0.0022757500273324696,0.7480252000082959,4590.0
28,0.0022821226061691025,0.7390261000085921,4340.0
29,0.002310183123571551,0.7300270000088884,4490.0
30,0.0023653737060660204,0.7210279000091847,4180.0
31,0.002333353722948959,0.712028800009481,3340.0
32,0.002329299189838565,0.7030297000097773,3670.0
33,0.0022559639990922735,0.6940306000100736,3870.0
34,0.002327529326216609,0.6850315000103698,3940.0
35,0.002372985516467452,0.6760324000106661,3950.0
36,0.0023442429661210853,0.6670333000109624,3780.0
37,0.002334303425449616,0.6580342000112587,5010.0
38,0.002333945509276964,0.649035100011555,4580.0
39,0.002388074515804328,0.6400360000118512,3780.0
40,0.0024068584122719414,0.6310369000121475,4400.0
41,0.0024642881111671157,0.6220378000124438,4920.0
42,0.0024690475957264424,0.6130387000127401,3830.0
43,0.002480281611411192,0.6040396000130364,4000.0
44,0.002467927369236343,0.5950405000133326,3550.0
45,0.002449633207087754,0.5860414000136289,4210.0
46,0.0024438453877162827,0.5770423000139252,5030.0
47,0.002497990776831284,0.5680432000142215,3920.0
48,0.0024676838313353903,0.5590441000145178,4580.0
49,0.0025694726129127958,0.550045000014814,3980.0
50,0.0024722725323445046,0.5410459000151103,4800.0
51,0.002605746930159512,0.5320468000154066,4890.0
52,0.002590129788515304,0.5230477000157029,4830.0
53,0.00260894011084165,0.5140486000159992,4040.0
54,0.0025994744805415393,0.5050495000162954,4570.0
55,0.002605423620133661,0.4960504000163481,4150.0
56,0.0025992885386615684,0.4870513000160893,5320.0
57,0.0026531865903758442,0.47805220001583054,6750.0
58,0.002675960849611147,0.46905310001557177,4980.0
59,0.0027518690496566704,0.460054000015313,5160.0
60,0.00272156142660033,0.4510549000150542,5110.0
61,0.0027416547838161934,0.44205580001479544,4830.0
62,0.002687053427528008,0.43305670001453667,4290.0
63,0.0027422130579216174,0.4240576000142779,4620.0
64,0.002804119597843784,0.4150585000140191,5500.0
65,0.002797048870594881,0.40605940001376034,5870.0
66,0.00277210602008563,0.39706030001350157,4660.0
67,0.002840232875102083,0.3880612000132428,4800.0
68,0.002898277975529571,0.379062100012984,4060.0
69,0.0028304353468352928,0.37006300001272524,5020.0
70,0.0028721398921858054,0.36106390001246647,5590.0
71,0.0029101617056061513,0.3520648000122077,4520.0
72,0.0028395844914566293,0.3430657000119489,4820.0
73,0.0030031613667175407,0.33406660001169014,6450.0
74,0.002961563881917391,0.32506750001143137,5470.0
75,0.002988342908769846,0.3160684000111726,6370.0
76,0.002940724539862154,0.3070693000109138,5420.0
77,0.0029825862201862036,0.29807020001065504,4910.0
78,0.0030527787633764093,0.28907110001039626,4580.0
79,0.003064531327347504,0.2800720000101375,5550.0
